Name of the show,FEIF ID,Age & Gender,Total,Total w/o pace,Year of a show,Name,Name of the farm (stud),Colour code,Colour,Sire´s FEIF ID,Sire Freq,Name,Name of the farm (stud),Dam´s FEIF ID,Dam Freq,Name,Name of the farm (stud)
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019280611,5-year old mares,8.35,8.4,2024,Skálmöld,Hemlu II,6640,"Bleikálótt, tvístjörnótt.",IS2007184162,91,Skýr,Skálakoti,IS2003225413,3,Bjarndís,Hafnarfirði
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019287571,5-year old mares,8.33,8.59,2024,Fylking,Austurási,4520,Leirljósstjörnótt.,IS2011187105,50,Draupnir,Stuðlum,IS2001287613,6,Ópera,Nýjabæ
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019280468,5-year old mares,8.33,8.72,2024,Rún,Eystri-Hól,1520,Rauðstjörnótt,IS2014187804,13,Útherji,Blesastöðum 1A,IS2010280469,2,Eydís,Eystri-Hól
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020286753,4-year old mares,8.3,8.68,2024,Katla,Árbæjarhjáleigu II,2740,Brúntvístjörnótt,IS2012188095,52,Kveikur,Stangarlæk 1,IS2011286754,2,Þökk,Árbæjarhjáleigu II
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2016258301,7-year and older mares,8.3,8.22,2024,Íþrótt,Hólum,1540,,IS2007166206,5,Eldur,Torfunesi,IS2007258304,2,Storð,Hólum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019184171,5-year old stallions,8.3,8.19,2024,Spaði,Fornusöndum,2500,Brúnn,IS2007184162,91,Skýr,Skálakoti,IS2001284173,1,Svarta-Nótt,Fornusöndum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019287819,5-year old mares,8.29,8.28,2024,Rún,Vesturkoti,3710,,IS2006187114,32,Spuni,Vesturkoti,IS2005256285,3,Hrafnhetta,Steinnesi
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019286909,5-year old mares,8.29,8.34,2024,Snædrottning,Feti,200,"Grá, fædd svört.",IS1998187002,12,Stáli,Kjarri,IS2011286904,2,Fífa,Feti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020201134,4-year old mares,8.29,8.32,2024,Birta,Ólafsbergi,1520,Rauðstjörnótt,IS2015186939,3,Seðill,Árbæ,IS2010225461,2,Birgitta,Garðabæ
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018177786,6-year old stallions,8.26,8.23,2024,Fáfnir,Hofi I,7500,Móálóttur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2012277785,2,Glíma,Hofi I
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019265636,5-year old mares,8.25,8.3,2024,Gyðja,Grund II,1521,"Rauðstjörnótt, glófext m. hvítan blett á hægra læri.",IS2013182365,13,Ísak,Þjórsárbakka,IS2007265630,5,Grund,Grund II
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018201286,6-year old mares,8.25,8.22,2024,Hrönn,Hrafnsvík,7520,"Móálótt, stjörnótt.",IS2007184162,91,Skýr,Skálakoti,IS2004281811,2,Ösp,Þjóðólfshaga 1
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019201007,5-year old mares,8.25,8.18,2024,Alda,Flagveltu,3510,"Jarpskjótt, blesótt",IS2008181977,1,Hafsteinn,Vakurstöðum,IS2008201006,1,Hemra,Flagveltu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019284978,5-year old mares,8.24,8.61,2024,Orka,Hvolsvelli,1520,Rauðstjörnótt,IS2007184162,91,Skýr,Skálakoti,IS2005284976,1,Vordís,Hvolsvelli
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018187659,6-year old stallions,8.24,8.6,2024,Dökkvi,Engjavatni,2500,Brúnn,IS2007176176,5,Frami,Ketilsstöðum,IS2003256298,1,Dögg,Steinnesi
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019286902,5-year old mares,8.2,8.39,2024,Björt,Feti,6600,Bleikálótt,IS2009155050,6,Brimnir,Efri-Fitjum,IS2006286914,4,Kreppa,Feti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020286907,4-year old mares,8.2,8.22,2024,Krás,Feti,2510,Brúnskjótt,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2011286906,2,Katla,Feti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018287121,6-year old mares,8.2,8.17,2024,Ragnheiður,Torfabæ,6420,,IS2005125038,6,Blysfari,Fremra-Hálsi,IS2012287119,2,Gerpla,Torfabæ
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020284976,4-year old mares,8.2,8.12,2024,Fenja,Hvolsvelli,7500,Móálótt,IS2014186187,3,Heiður,Eystra-Fróðholti,IS2008284977,2,Frigg,Hvolsvelli
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2013236497,7-year and older mares,8.2,8.29,2024,Kolla,Sólheimatungu,3500,Jörp,IS2009186135,1,Logi,Ármóti,IS1994236498,1,Finna,Sólheimatungu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019282371,5-year old mares,8.18,8.33,2024,Eva,Hólaborg,2500,Brún,IS2008187983,13,Hreyfill,Vorsabæ II,IS1999286184,4,Vænting,Bakkakoti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2016225172,7-year and older mares,8.11,8.33,2024,Björk,Laugabakka,2200,Móbrún.,IS2009188691,8,Vökull,Efri-Brú,IS1997286020,2,Brá,Stóra-Hofi
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019284881,5-year old mares,8.1,8.1,2024,Bergey,Strandarhjáleigu,1500,Rauð,IS1996186060,7,Grunur,Oddhóli,IS2002284890,1,Bylgja,Strandarhjáleigu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018286101,6-year old mares,8.09,8.16,2024,Salka,Kirkjubæ,3500,,IS2004156286,32,Kiljan,Steinnesi,IS2009286101,3,Fenja,Kirkjubæ
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020286905,4-year old mares,8.08,8.12,2024,Gersemi,Feti,2500,Brún m. hvítar yrjur í feldi.,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2002286910,1,Fingurbjörg,Feti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019257517,5-year old mares,8.07,8.24,2024,Von,Syðra-Skörðugili,3500,Jörp,IS1999135519,6,Aðall,Nýjabæ,IS1997257522,4,Lára,Syðra-Skörðugili
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019282449,5-year old mares,8.07,8.4,2024,Blökk,Þjórsárbakka,2500,Brún,IS2013182365,13,Ísak,Þjórsárbakka,IS2000235800,1,Mirra,Skáney
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018286990,6-year old mares,8.07,8.05,2024,Eiða,Króki,200,"Grá, fædd brún.",IS2009155050,6,Brimnir,Efri-Fitjum,IS2004281566,1,Trú,Minni-Völlum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018288107,6-year old mares,8.06,8.41,2024,Gyðja,Stóru-Mástungu 2,3525,Jarpstjörnótt m. ægishjálm.,IS2009135006,23,Ölnir,Akranesi,IS2009277789,2,Særós,Hofi I
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019282614,5-year old mares,8.05,8.39,2024,Heilladís,Lækjarbakka,1520,Rauðstjörnótt,IS2013182313,7,Hektor,Hamarsey,IS1998286142,1,Litbrá,Ármóti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019287123,5-year old mares,8.03,8.14,2024,Varða,Torfabæ,200,"Grá, fædd svört.",IS2012181900,13,Jökull,Rauðalæk,IS2013287119,2,Gjá,Torfabæ
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020280600,4-year old mares,8.02,8.18,2024,Melrós,Hemlu II,1551,"Rauðblesótt, glófext, með hvítar yrjur á búk.",IS2007184162,91,Skýr,Skálakoti,IS2004280600,1,Melkorka,Hemlu II
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2017284653,7-year and older mares,8.01,8.36,2024,Fjörgyn,Vestra-Fíflholti,2500,Brún,IS1996186060,7,Grunur,Oddhóli,IS2003284652,6,Varða,Vestra-Fíflholti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2016287015,7-year and older mares,8.01,8.17,2024,Vildís,Auðsholtshjáleigu,1540,Rauðtvístjörnótt,IS2009157651,9,Lukku-Láki,Stóra-Vatnsskarði,IS1997287054,2,Vordís,Auðsholtshjáleigu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018286188,6-year old mares,8.01,8.36,2024,Díana,Bakkakoti,2200,Móbrún,IS2007176176,5,Frami,Ketilsstöðum,IS2003286179,2,Brynja,Bakkakoti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018282749,6-year old mares,8.01,8.13,2024,Lexía,Selfossi,2504,Brún hringeygð,IS2009167169,14,Hringur,Gunnarsstöðum I,IS2008282820,1,Fiðla,Galtastöðum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2017265086,7-year and older mares,8,8.34,2024,Dísa,Syðra-Holti,1540,Rauð tvístjörnótt,IS2008186917,2,Straumur,Feti,IS2001258596,3,Auður,Hofi
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019101481,5-year old stallions,8,7.99,2024,Maron,Aralind,7500,Móálóttur,IS2010156107,25,Konsert,Hofi,IS2005258541,1,Muska,Syðri-Hofdölum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019284880,5-year old mares,7.97,8.06,2024,Alísa,Strandarhjáleigu,1501,Rauðglófext,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2004284890,1,Buska,Strandarhjáleigu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019201802,5-year old mares,7.96,8.01,2024,Drottning,Löngu-Svartá,3700,Dökkjörp,IS2007184162,91,Skýr,Skálakoti,IS2008286909,1,Dögun,Feti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2017201219,7-year and older mares,7.96,8.17,2024,Askja,Hólateigi,5500,Moldótt,IS2011187105,50,Draupnir,Stuðlum,IS2002284463,1,Gefjun,Hólavatni
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019156814,5-year old stallions,7.95,8.08,2024,Straumur,Geitaskarði,1720,"Sótrauður, stjörnóttur.",IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2012282571,2,Háspenna,Ragnheiðarstöðum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019186104,5-year old stallions,7.94,7.96,2024,Atli,Kirkjubæ,2700,,IS2011186102,2,Dropi,Kirkjubæ,IS2014286100,2,Eyvör,Kirkjubæ
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019187372,5-year old stallions,7.94,8.27,2024,Riddari,Brúnastöðum 2,1550,Rauðblesóttur,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2008287374,1,Freydís,Brúnastöðum 2
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020286543,4-year old mares,7.94,8.14,2024,Sólstjarna,Hárlaugsstöðum 2,1520,Rauðstjörnótt,IS2014101050,8,Eldjárn,Skipaskaga,IS2012286545,1,Hríma,Hárlaugsstöðum 2
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020184862,4-year old stallions,7.93,7.95,2024,Gunnar,Efra-Hvoli,2510,"Brúnskjóttur, tvístjörnóttur.",IS2016184863,1,Nemó,Efra-Hvoli,IS1998258511,2,Embla,Vatnsleysu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018277241,6-year old mares,7.9,8.23,2024,Heiðrún,Haga,7520,"Móálótt, stjörnótt.",IS2014186187,3,Heiður,Eystra-Fróðholti,IS2003277242,1,Ör,Haga
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019255260,5-year old mares,7.88,8.18,2024,Vordís,Síðu,7500,,IS2007184162,91,Skýr,Skálakoti,IS2010255260,1,Valborg,Síðu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018287822,6-year old mares,7.87,8.19,2024,Rúsína,Vesturkoti,2513,Brúnskjótt með vagl í auga,IS2009167169,14,Hringur,Gunnarsstöðum I,IS2005256285,3,Hrafnhetta,Steinnesi
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018288761,6-year old mares,7.87,8.05,2024,Ársól,Minni-Borg,200,,IS2012188095,52,Kveikur,Stangarlæk 1,IS2006286142,1,Ásynja,Ármóti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018201802,6-year old mares,7.86,7.99,2024,Freisting,Löngu-Svartá,1541,"Rauðtvístjörnótt, glófext.",IS2012186101,4,Valgarð,Kirkjubæ,IS2006286107,5,Sóldögg,Kirkjubæ
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019281961,5-year old mares,7.86,8.17,2024,List,Kvistum,2500,Brún,IS2007186189,22,Arion,Eystra-Fróðholti,IS2007281964,3,Dimma,Kvistum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019286934,5-year old mares,7.86,7.91,2024,Askja,Árbæ,7500,Móálótt,IS2001165222,2,Rammi,Búlandi,IS1999286914,1,Arndís,Feti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018281964,6-year old mares,7.84,8.16,2024,Líf,Kvistum,3500,Jörp,IS2004156286,32,Kiljan,Steinnesi,IS2007281964,3,Dimma,Kvistum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019287121,5-year old mares,7.83,8.16,2024,Gráða,Torfabæ,2500,Brún,IS2012181900,13,Jökull,Rauðalæk,IS2003281600,1,Carmen,Stekkjarhóli (Heimalandi)
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018285071,6-year old mares,7.81,8.13,2024,Glóð,Prestsbakka,1503,"Rauðnösótt, ljósfext.",IS2007184162,91,Skýr,Skálakoti,IS2010285071,1,Gná,Prestsbakka
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019236417,5-year old mares,7.81,7.79,2024,Hylling,Lundum II,3500,,IS2001187053,11,Gaumur,Auðsholtshjáleigu,IS2006236409,1,Alma,Lundum II
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018186051,6-year old stallions,7.81,8.13,2024,Fursti,Oddhóli,1520,Rauðstjörnóttur,IS2008186651,1,Nagli,Flagbjarnarholti,IS1998286051,1,Fregn,Oddhóli
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2017236409,7-year and older mares,7.8,8.12,2024,Aþena,Lundum II,2700,Svört,IS2010182570,20,Herkúles,Ragnheiðarstöðum,IS1995236220,3,Auðna,Höfða
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020284156,4-year old mares,7.8,7.91,2024,Stuttblesa,Skálakoti,1550,"Rauð, hálfblesótt og með hvíta slettu ofarlega og v. megin í enni.",IS2007184162,91,Skýr,Skálakoti,IS2004201022,2,Ólga,Fróni
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020280713,4-year old mares,7.79,8.09,2024,Leynd,Valstrýtu,2500,Brún,IS2010180716,14,Ljósvaki,Valstrýtu,IS2006280714,1,Vissa,Valstrýtu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018188216,6-year old stallions,7.75,8.04,2024,Magnús,Miðfelli 2,2500,Brúnn,IS2013188311,2,Monitor,Miðfelli 5,IS2002258591,2,Stjarna,Kálfsstöðum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2015286566,7-year and older mares,7.75,8.07,2024,Friðsemd,Kálfholti,1500,Rauð,IS2007186104,18,Sjóður,Kirkjubæ,IS1994286560,1,Flenna,Kálfholti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019135855,5-year old stallions,7.66,7.77,2024,Lególás,Giljahlíð,1515,Rauðskjóttur m. ægishjálm á hægra auga.,IS2014187660,3,Ljósálfur,Syðri-Gegnishólum,IS2004235851,2,Flækja,Giljahlíð
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020287014,4-year old mares,7.66,7.96,2024,Glæsa,Auðsholtshjáleigu,1520,Rauðstjörnótt,IS2014186681,6,Viðar,Skeiðvöllum,IS2005287019,1,Glefsa,Auðsholtshjáleigu
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2016287379,7-year and older mares,7.65,7.63,2024,Drífa,Bitru,3500,Jörp,IS2009188664,1,Sannleikur,Fossi,IS1994235830,1,Dúkka,Laugavöllum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018258592,6-year old mares,7.64,7.75,2024,Dögg,Kálfsstöðum,1515,"Rauðskjótt, blesótt m. ægishjálm á báðum augum.",IS2013182313,7,Hektor,Hamarsey,IS2005258590,3,Gloría,Kálfsstöðum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019286217,5-year old mares,7.6,7.89,2024,Útrás,Þverholti,2700,Dökkbrún / Svört,IS2012188095,52,Kveikur,Stangarlæk 1,IS2004284263,4,Úlfbrún,Kanastöðum
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019186428,5-year old stallions,7.6,7.56,2024,Svartúlfur,Hákoti,2700,Svartur,IS2007186104,18,Sjóður,Kirkjubæ,IS1995286428,1,Frá,Hákoti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2019225200,5-year old mares,7.56,7.85,2024,Tinna,Reykjavík,2520,Brúnstjörnótt,IS2012188095,52,Kveikur,Stangarlæk 1,IS1997288640,1,Perla,Felli
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2020286700,4-year old mares,7.55,7.8,2024,Gripla,Leirubakka,6400,"Bleik, nokkur hvít hár í enni.",IS2014186903,12,Fenrir,Feti,IS2010286702,3,Gjóska,Leirubakka
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2016288216,7-year and older mares,7.42,7.67,2024,Reisn,Miðfelli 2,7520,"Móálótt, stjörnótt.",IS2012181565,1,Rögnir,Minni-Völlum,IS2004258433,1,Gjöf,Kýrholti
"Vorsýning Rangárbökkum, vikuna 10. til 14. júní.",IS2018286700,6-year old mares,7.17,7.37,2024,Gildra,Leirubakka,1201,Ljósrauðglófext,IS2011187105,50,Draupnir,Stuðlum,IS2007286707,1,Skylda,Leirubakka
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2018235936,6-year old mares,8.6,8.55,2024,Stikla,Stóra-Ási,7500,,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2007235936,2,Hending,Stóra-Ási
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2015255410,7-year and older mares,8.51,8.53,2024,Eind,Grafarkoti,1521,"Rauðstjörnótt, glófext",IS2004156286,32,Kiljan,Steinnesi,IS2005255410,2,Kara,Grafarkoti
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2018165005,6-year old stallions,8.5,8.39,2024,Eyfjörð,Litlu-Brekku,3520,,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2002265005,2,Esja Sól,Litlu-Brekku
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2017258160,7-year and older mares,8.44,8.85,2024,Klukka,Þúfum,2583,"Brún tvístjörnótt, leistótt v/aftan, vagl í vinstra auga",IS1995135993,6,Hróður,Refsstöðum,IS2011258160,1,List,Þúfum
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2018156390,6-year old stallions,8.42,8.41,2024,Áttaviti,Kagaðarhóli,2700,Svartur,IS2007156418,17,Viti,Kagaðarhóli,IS2004257798,2,Nóta,Laugardal
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019258467,5-year old mares,8.38,8.43,2024,Flís,Narfastöðum,3500,,IS2012157141,12,Dofri,Sauðárkróki,IS2010284977,2,Harpa Sjöfn,Hvolsvelli
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2018267171,6-year old mares,8.33,8.32,2024,Dáfríður,Sauðanesi,2500,Brún,IS2009167169,14,Hringur,Gunnarsstöðum I,IS2007267170,3,Sunna,Sauðanesi
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2018257001,6-year old mares,8.32,8.26,2024,Vilborg,Sauðárkróki,3520,Jarpstjörnótt,IS2007156418,17,Viti,Kagaðarhóli,IS2005286901,3,Hamborg,Feti
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2020264515,4-year old mares,8.32,8.2,2024,Orka,Sámsstöðum,7520,,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2013264515,2,List,Sámsstöðum
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2018201170,6-year old mares,8.31,8.23,2024,Frísk,Prestsbæ,2500,,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2010201167,5,Þórdís,Prestsbæ
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2020255124,4-year old mares,8.31,8.4,2024,Píla,Lækjamóti,2520,Brúnstjörnótt,IS2014156308,6,Styrkur,Leysingjastöðum II,IS2007255105,2,Gáta,Lækjamóti
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019255116,5-year old mares,8.29,8.67,2024,Óskastund,Lækjamóti,2500,Brún,IS2011187105,50,Draupnir,Stuðlum,IS2011256301,2,Nútíð,Leysingjastöðum II
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2020157004,4-year old stallions,8.28,8.19,2024,Reginn,Sauðárkróki,2500,,IS2010157686,9,Snillingur,Íbishóli,IS2009257006,2,Rán,Sauðárkróki
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2018282651,6-year old mares,8.28,8.32,2024,Þula,Austurkoti,5200,,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2004282657,1,Snæsól,Austurkoti
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2017235502,7-year and older mares,8.28,8.31,2024,Hnota,Þingnesi,3400,Rauðjörp,IS2007186189,22,Arion,Eystra-Fróðholti,IS2006235500,1,Spá,Þingnesi
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2017157684,7-year and older stallions,8.28,8.14,2024,Gljásteinn,Íbishóli,6700,Bleikálóttur kolóttur,IS2005157994,16,Óskasteinn,Íbishóli,IS2006257685,1,Gletta,Íbishóli
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019258099,5-year old mares,8.26,8.45,2024,Vigdís,Bæ,3400,,IS2009101044,37,Skaginn,Skipaskaga,IS2004258301,1,Þrift,Hólum
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2015255476,7-year and older mares,8.25,8.16,2024,Eldrós,Þóreyjarnúpi,1520,,IS2004156286,32,Kiljan,Steinnesi,IS1998255570,3,Þruma,Bessastöðum
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019236750,5-year old mares,8.24,8.22,2024,Gná,Leirulæk,2500,2500 Brún,IS1998186906,2,Þristur,Feti,IS2010236751,6,Gnýpa,Leirulæk
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019156495,5-year old stallions,8.24,8.26,2024,Kveikur,Köldukinn 2,2500,,IS2012156470,4,Mugison,Hæli,IS2004256602,4,Aska,Stóra-Búrfelli
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2016255574,7-year and older mares,8.24,8.15,2024,Rauðhetta,Bessastöðum,1510,,IS2009101044,37,Skaginn,Skipaskaga,IS1997265598,2,Vilma,Akureyri
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019158128,5-year old stallions,8.23,8.27,2024,Sólon,Bræðraá,2700,,IS2005157994,16,Óskasteinn,Íbishóli,IS2011258125,1,Drottning,Bræðraá
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019258432,5-year old mares,8.22,8.25,2024,Framtíð,Kýrholti,2200,,IS2011187105,50,Draupnir,Stuðlum,IS2000258431,1,Þokkadís,Kýrholti
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2016157365,7-year and older stallions,8.17,8.17,2024,Glanni,Varmalandi,2514,"Brúnkollskjóttur, arfblendinn um slettuskjótt, hringeygður.",IS2007166206,5,Eldur,Torfunesi,IS2005257361,1,Þokkadís,Varmalandi
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019164001,5-year old stallions,8.16,8.22,2024,Merkúr,Gásum,2700,,IS2009101044,37,Skaginn,Skipaskaga,IS2007265891,1,Magdalena,Kommu
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019157810,5-year old stallions,8.15,8.22,2024,Svarthöfði,Varmalæk,2510,Brúnn/milli-Skjótt,IS2012181660,1,Atlas,Hjallanesi 1,IS2011257800,1,Kolbrún,Varmalæk
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019258167,5-year old mares,8.14,8.15,2024,Ronja,Þúfum,2200,Móbrún,IS2012188095,52,Kveikur,Stangarlæk 1,IS2011258166,2,Lukka,Þúfum
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2019265653,5-year old mares,8.11,8.2,2024,Mist,Litla-Garði,2500,Brúnn,IS2011135727,21,Forkur,Breiðabólsstað,IS2008265653,3,Mirra,Litla-Garði
"Vorsýning Hólum í Hjaltadal, vikuna 17. til 21. júní.",IS2020157683,4-year old stallions,8.11,8.23,2024,Flygill,Íbishóli,2500,brúnn,IS2010157686,9,Snillingur,Íbishóli,IS2003256521,2,Fíóla,Stekkjardal
